,ï»¿ArticleTitle,Question,Answer,DifficultyFromQuestioner,DifficultyFromAnswerer,ArticleFile,ArticleTitle
1536,Gerald_Ford,did ford need to do extra work to pay for college,yes,hard,hard,S08_set3_a10,
1537,,is swedish a descendant of old norse,yes,easy,easy,S10_set5_a9,Swedish_language
1538,,did volta marry before he became professor of experimental physics at the university of pavia,no,hard,hard,S10_set4_a10,Alessandro_Volta
1539,,is arabic a central semitic language,yes,easy,easy,S10_set5_a3,Arabic_language
1540,,did he discover benzene,yes,easy,easy,S10_set4_a7,Michael_Faraday
1541,Calvin_Coolidge,was calvin coolidge a governor of massachus08_setts,yes,easy,medium,S08_set3_a9,
1542,Calvin_Coolidge,who appointed harlan fiske stone to the supreme court,coolidge,hard,medium,S08_set3_a9,
1543,,what is the total number of chinese words,the hanyu da zidian includes 54678 head entries for characters,hard,hard,S10_set5_a7,Chinese_language
1544,otter,do sea otters live along the pacific coast,yes,easy,easy,S08_set1_a7,
1545,,what did he invent,he invented a new method of measuring distances by telescope a device for copying letters improvements in the oil lamp a steam mangle and a machine for copying sculptures,hard,medium,S10_set4_a2,James_Watt
1546,,did faraday also discover the laws of electrolysis,yes,easy,easy,S10_set4_a7,Michael_Faraday
1547,Romania,is romania a semipresidential unitary state,yes,,easy,S08_set2_a7,
1548,,is university of dhaka older than the dhaka college,no,hard,hard,S09_set3_a3,Dhaka
1549,Woodrow_Wilson,what field did woodrow wilson leave law practice to study,history and political science,hard,hard,S08_set3_a8,
1550,,what is the point called that is bolted or glued to the body of the guitar,neck joint,hard,medium,S10_set2_a7,Guitar
1551,,was the university of san fransisco founded in 1855,yes,easy,easy,S10_set3_a8,San_Francisco
1552,,how do the java and bali use xylophones,in gamelan ensembles,medium,medium,S10_set2_a8,Xylophone
1553,duck,what economic uses to ducks have,they can be farmed for meat eggs and feathers,medium,hard,S08_set1_a10,
1554,,where is the kven language spoken,norway,medium,medium,S10_set5_a5,Finnish_language
1555,,what does it sound like to play cymbals with a cello bow,squealing car brakes,medium,medium,S10_set2_a6,Cymbal
1556,Gray_Wolf,why is it beneficial for alpha males and females to forcefully prevent other wolves from mating,a pack can only suppport one littler per year,hard,hard,S08_set1_a6,
1557,,who wrote the first novel in finnish,aleksis kivi,hard,medium,S10_set5_a5,Finnish_language
1558,,was nikola tesla a vegetarian,yes,hard,easy,S10_set4_a3,Nikola_Tesla
1559,,can guitars be divided into two broad categories,yes,easy,easy,S10_set2_a7,Guitar
1560,polar_bear,do female polar bears weight more than the male,no,hard,medium,S08_set1_a4,
1561,Finland,does salmon remain the favorite of fly rod enthusiasts,yes,easy,easy,S08_set2_a4,
1562,Gerald_Ford,for how long was ford a member of the house of representatives,over eight years,medium,medium,S08_set3_a10,
1563,Uruguay,is the climate in uruguay temperate,yes,,easy,S08_set2_a9,
1564,Woodrow_Wilson,where is wilson buried,washington national cathedral,medium,medium,S08_set3_a8,
1565,,what is avogadros number,602214199x10 23,hard,medium,S09_set4_a8,Amedeo_Avogadro
1566,Woodrow_Wilson,was wilson awarded the 1919 nobel peace prize,yes,,easy,S08_set3_a8,
1567,,is the syntax of german different with different rules,yes,,easy,S09_set5_a1,English_language
1568,,what are orchestral crash cymbals technically called,a pair of clash cymbals,hard,hard,S09_set2_a6,Cymbal
1569,Theodore_Roosevelt,did theodore roosevelt study judo,no clue,easy,easy,S08_set3_a7,
1570,,was the xylophone associated with the folk music of the united states by the 19th century,no,easy,easy,S10_set2_a8,Xylophone
1571,,how many black keys do modern pianos have,36,medium,medium,S10_set2_a1,Piano
1572,otter,are otters playful animals,yes,,easy,S08_set1_a7,
1573,Canada,which countries established colonies in canada,france and britain,hard,hard,S08_set2_a8,
1574,Uruguay,does uruguay have cold summers,no,easy,medium,S08_set2_a9,
1575,,the xylophone is an instrument from what family,the percussion family,medium,medium,S10_set2_a8,Xylophone
1576,,what was the largest ever chelonian,the great letherback sea tutrtle,medium,easy,S09_set1_a9,Turtle
1577,Singapore,has sang nila utama visited singapore,yes,easy,hard,S08_set2_a2,
1578,Indonesia,why did indonesia break off relations with the peoples republic of china,because of anticommunist purges early in the suharto era,hard,too hard,S08_set2_a10,
1579,,when was melbourne officially declared as a city,in 1847,medium,hard,S10_set3_a2,Melbourne
1580,,when is the end of the independence war of bangladesh,december 16 1971,medium,hard,S09_set3_a3,Dhaka
1581,turtle,are turtles ectothermic,yes,easy,easy,S08_set1_a9,
1582,,when did the soviet military forces occupy estonia,1944,hard,medium,S10_set5_a9,Swedish_language
1583,,does english grammar have minimal inflection,yes,,easy,S09_set5_a1,English_language
1584,,when does a flute produce sound,when a stream of air directed across a hole in the instrument creats a vibration of air at the hole,easy,hard,S10_set2_a5,Flute
1585,Gerald_Ford,which future heisman trophy winner did ford tackle,jay berwanger,medium,medium,S08_set3_a10,
1586,Abraham_Lincoln,did lincoln sign the national banking act of 1863,yes,easy,easy,S08_set3_a4,
1587,,were slide trumpets the first trumpets allowed in the christian church,slide trumpets were the first trumpets allowed in the christian church,,easy,S10_set2_a3,Trumpet
1588,,did norman rockwell publish a total of 321 original covers for the saturday evening post over 47 years,yes,,easy,S10_set6_a4,Norman_Rockwell
1589,Millard_Fillmore,did fillmore form a law partnership before or after he founded the private university of buffalo,law partnership founded before university of buffalo,hard,hard,S08_set3_a3,
1590,,what is the swahili word for the swahili language,kiswahili is the swahili word for the swahili language,medium,medium,S10_set5_a4,Swahili_language
1591,,is the violin supported by the left shoulder,yes,easy,easy,S10_set2_a2,Violin
1592,,are famous middle  schools  in beijing,yes,,easy,S09_set3_a7,Beijing
1593,Egypt,is egypt bordered by the gaza strip,yes,easy,easy,S08_set2_a6,
1594,,is berlin the capital city of germany,berlin is the capital city of germany,easy,easy,S10_set3_a1,Berlin
1595,Finland,where is finland located,northern europe,hard,hard,S08_set2_a4,
1596,,whats the main highway in ottawa,provinical highway 417,medium,medium,S09_set3_a5,Ottawa
1597,Calvin_Coolidge,what years were coolidges two sons born in,1906 and 1908,hard,medium,S08_set3_a9,
1598,,give an example of the best known symphony orchestras in the world under the leadership of conductors yevgeny mravinsky and yuri temirkanov,the leningrad philharmonic orchestra,,medium,S10_set3_a10,Saint_Petersburg
1599,,can the title of this famous 1811 paper be roughly translated into english as essay on determining the relative masses of the elementary molecules of bodies,yes,,easy,S09_set4_a8,Amedeo_Avogadro
1600,,what is the most common color of ants,most ants are red or black,hard,hard,S10_set1_a1,Ant
1601,,were ancient mallets made of copper,no,easy,easy,S09_set2_a8,Xylophone
1602,,where did the construction of fort bourbon take place,the construction of fort bourbon took place in martinique,hard,hard,S09_set4_a6,Charles-Augustin_de_Coulomb
1603,Finland,what is finlands economy like,a highly industrialised freemarket economy,hard,medium,S08_set2_a4,
1604,beetle,can beetles be found in polar regions,no,easy,easy,S08_set1_a8,
1605,,did he become chief engineer in the department of bridges and highways,yes,,easy,S09_set4_a9,Henri_Becquerel
1606,,is the larger work now almost universally attributed to leonardo,although previously attributed to ghirlandaio the larger work is now almost universally attributed to leonardo,,medium,S10_set6_a3,Leonardo_da_Vinci
1607,,do butterflies make sounds,some butterflies make sounds,easy,medium,S10_set1_a6,Butterfly
1608,,what event marked the end of the old portuguese period,the end of the old portuguese period was marked by the publication of the cancioneiro geral by garcia de resende,medium,medium,S10_set5_a1,Portuguese_language
1609,,was charles augustin  de coulomb   born  june  14   1736   angoulãªme   france    died august 23   1806   paris   france   a french  physicist,yes,,medium,S09_set4_a6,Charles-Augustin_de_Coulomb
1610,Canada,did continental european immigrants not s08_settle the prairies,no,,easy,S08_set2_a8,
1611,,is antwerp a city,yes,easy,easy,S10_set3_a4,Antwerp
1612,,of whose continual poor health was the cause never precisely determined,blaise pascal,hard,hard,S09_set4_a4,Blaise_Pascal
1613,,does portuguese contain words from the arabic language,yes,easy,easy,S10_set5_a1,Portuguese_language
1614,Grover_Cleveland,when was he elected sheriff of erire county new york,1870,medium,medium,S08_set3_a6,
1615,James_Monroe,in which years were john monroe elected as president,18171825,hard,medium,S08_set3_a2,
1616,,give an example of the longest most destructive and most lethal sieges of major cities in modern history,the siege of leningrad,,medium,S10_set3_a10,Saint_Petersburg
1617,Abraham_Lincoln,was abraham lincoln the first president of the united states,no,easy,easy,S08_set3_a4,
1618,,when is the pacific typhoon season,between june and october,hard,medium,S10_set3_a6,Taipei
1619,,what percentage of the korean language does jeong jaedo estimate to be sinokorean,sinokorean makes up 30 of the korean language,hard,too hard,S10_set5_a6,Korean_language
1620,,ultraviolet vision was first discovered in ants by sir who in 1881,john lubbok,,medium,S10_set1_a1,Ant
1621,Amedeo_Avogadro,was king victor emmanuel iii there to pay homage to avogadro,yes,,easy,S08_set4_a8,
1622,,what is the official name of jakarta,daerah khusus ibukota jakarta,medium,easy,S10_set3_a5,Jakarta
1623,,is the city named after the apostle saint peter,yes,easy,easy,S10_set3_a10,Saint_Petersburg
1624,kangaroo,what do kangaroos use for crawlwalking,their hind feet and their tails,hard,hard,S08_set1_a1,
1625,,is it derived from the latin spoken by the romanized preroman peoples of the iberian peninsula namely the gallaeci the lusitanians the celtici and the conii around 2000 years ago,yes,,easy,S10_set5_a1,Portuguese_language
1626,Grover_Cleveland,was grover cleveland elected sheriff of erie county new york,yes,,easy,S08_set3_a6,
1627,Canada,when did canada have one of the largest armed forces in the world,1944,hard,hard,S08_set2_a8,
1628,Egypt,when was the six day war,1967,medium,medium,S08_set2_a6,
1629,,is the word korean derived from goryeo,yes,easy,easy,S10_set5_a6,Korean_language
1630,leopard,does a male leopard weigh more than a female leopard,yes,hard,medium,S08_set1_a2,
1631,,what is the boiling point of water dependent on,atmospheric pressure,medium,hard,S09_set4_a5,Anders_Celsius
1632,,are cymbals used in moden orchestras,yes,easy,easy,S09_set2_a6,Cymbal
1633,,how is the climate in the city,jakarta has a hot and humid equatorialtropical climate,medium,medium,S10_set3_a5,Jakarta
1634,,what did anders celsius determine about the boiling of water,dependence with atmospheric pressure,easy,hard,S09_set4_a5,Anders_Celsius
1635,,when did watt retire,watt retired in 1800,medium,medium,S10_set4_a2,James_Watt
1636,,what are modern guitar strings constructed of,metal polymers or animal or plant product materials,medium,medium,S10_set2_a7,Guitar
1637,,do ants belong to the same order as bees,yes ants belong to the same order as bees,hard,medium,S10_set1_a1,Ant
1638,,where was popkomm held before moving to berlin,popkomm was held in cologne before moving to berlin,hard,hard,S10_set3_a1,Berlin
1639,,was kee seven years older than van gogh as well as had an eightyearold son,yes,,easy,S10_set6_a7,Vincent_van_Gogh
1640,,in ant colonies what are the fertile female ants called,queens,medium,medium,S10_set1_a1,Ant
1641,Abraham_Lincoln,what did the legal tender act of 1862 establish,the united states note the first paper currency in united states history,medium,easy,S08_set3_a4,
1642,,do zebras sleep standing up,yes,easy,easy,S10_set1_a9,Zebra
1643,,in 1820 avogadro became a professor of physics where,university of turin,medium,hard,S10_set4_a8,Amedeo_Avogadro
1644,,how many trades can the nse make per day,10 million trades,hard,medium,S10_set3_a9,Nairobi
1645,,did bartolomeo cristofori invent the modern piano,yes,easy,medium,S10_set2_a1,Piano
1646,,how many domestic tourists visit melbourne,76 million domestic visitors,hard,medium,S10_set3_a2,Melbourne
1647,turtle,what do all turtles and tortoises breathe,air,medium,medium,S08_set1_a9,
1648,Calvin_Coolidge,what did coolidge do after graduating from amherst,coolidge moved to northampton massachus08_setts,hard,medium,S08_set3_a9,
1649,Woodrow_Wilson,was wilson a remarkably effective writer and thinker,yes,,easy,S08_set3_a8,
1650,,was there a cholera outbreak in 1832,yes,easy,easy,S09_set3_a5,Ottawa
1651,,is each node at an integer division of the string,yes,,easy,S10_set2_a2,Violin
1652,,is it often called just petersburg rrb and is informally known as piter rrb,yes,,easy,S10_set3_a10,Saint_Petersburg
