ArticleTitle,Question,Answer,DifficultyFromQuestioner,DifficultyFromAnswerer,ArticleFile,ArticleTitle
1314,,is santiago a name in spanish,yes,easy,medium,S09_set3_a6,Santiago
1315,,why is antwerp important to fashion,yes,hard,medium,S10_set3_a4,Antwerp
1316,,which came first the xylophone or the vibraphone,xylophone,hard,hard,S10_set2_a8,Xylophone
1317,,who used hardened brushes sticks,jackson pollock used hardened brushes sticks,,medium,S10_set6_a9,Jackson_Pollock
1318,Uruguay,is uruguay s oldest church in san carlos  maldonado,yes,,easy,S08_set2_a9,
1319,Singapore,how is singapores climate characterized,its climate is characterized by uniform temperature and pressure high humidity and abundant rainfall,hard,medium,S08_set2_a2,
1320,,when was his house demolished,1874,,hard,S10_set6_a2,Michelangelo
1321,,was amedeo avogadro was born in turin,yes,easy,easy,S10_set4_a8,Amedeo_Avogadro
1322,duck,what allows a duck to filter water out of the side of their beaks and keep food inside,tiny rows of plates called lamellae like a whales baleen,hard,hard,S08_set1_a10,
1323,,what is the middle pedal called on grand pianos,the sostenuto pedal,medium,medium,S10_set2_a1,Piano
1324,Canada,how do cuba and declining participation relate,canada maintains full relations with both,,easy,S08_set2_a8,
1325,Ghana,what european countries established states in ghana,portugual france britain netherlands,hard,hard,S08_set2_a5,
1326,,how can an octopus defend against predators,to defend against predators an octopus can hide flee quickly expel ink or use colorchanging camouflage,hard,medium,S10_set1_a10,Octopus
1327,,did alessandro volta invent the remotely operated pistol,yes,easy,easy,S10_set4_a10,Alessandro_Volta
1328,Canada,is it the world s second largest country by total area,yes,,easy,S08_set2_a8,
1329,Uruguay,how much is the average income of an african woman compared to a european man,african women earns 065  0718   4667 of a european man earns in average,hard,hard,S08_set2_a9,
1330,,did he become a professor before the revolutionary movements against the king of sardinia,yes,hard,hard,S10_set4_a8,Amedeo_Avogadro
1331,,are pronouns in literary arabic marked for person  number and gender,yes,,easy,S09_set5_a3,Arabic_language
1332,,is portuguese an official language of andorra,no portuguese is not an official language of andorra,easy,easy,S10_set5_a1,Portuguese_language
1333,Woodrow_Wilson,what field did woodrow wilson leave law practice to study,history and political science,hard,hard,S08_set3_a8,
1334,,what musical styles is the trumpet used in,ska ska punk classical jazz rock blues pop polka cuban music mariachi and funk,medium,medium,S09_set2_a3,Trumpet
1335,,was the si unit of charge named after charlesaugustin de coulomb,yes the si unit of charge the coulomb was named after him,easy,easy,S10_set4_a6,Charles-Augustin_de_Coulomb
1336,,when was henri becquerel born,december 15 1852,,medium,S09_set4_a9,Henri_Becquerel
1337,Anders_Celsius,is the celsius crater on the moon named after him,yes,,easy,S08_set4_a5,
1338,Indonesia,what shares land borders with papua new guinea east timor and malaysia,indonesia,,medium,S08_set2_a10,
1339,,what is the best known story about a swan,the ugly duckling,medium,medium,S09_set1_a10,Swan
1340,,what are orchestral crash cymbals technically called,clash cymbals,hard,hard,S09_set2_a6,Cymbal
1341,,where is smoked eel considered a delicacy,smoked eel is considered a delicacy in northern germany the netherlands denmark and sweden,medium,medium,S10_set1_a8,Eel
1342,Indonesia,is it the world s fourth most populous country and the most populous muslimmajority nation,yes,,easy,S08_set2_a10,
1343,,what is the capital of indonesia,the capital of indonesia is jakarta,medium,easy,S10_set3_a5,Jakarta
1344,,how many children did avogadro have,six,medium,medium,S09_set4_a8,Amedeo_Avogadro
1345,,where is the word swan derived from,old english swan,medium,medium,S09_set1_a10,Swan
1346,,who was made to travel outside the coach,faraday,hard,hard,S09_set4_a7,Michael_Faraday
1347,otter,how do sea otters insulate themselves,as with other species of otter they rely on a layer of air trapped in their fur which they keep topped up by blowing into the fur from their mouths,hard,hard,S08_set1_a7,
1348,,when was middle chinese used,middle chinese was used during southern and northern dynasties and the sua tang and sang dynasties,medium,medium,S10_set5_a7,Chinese_language
1349,penguin,what makes penguins so agile in the water,smooth plumage preserves a layer of air ensuring buoyancy wings are flippers,hard,hard,S08_set1_a3,
1350,Gerald_Ford,what did ford say about his biological father,he was abusive and had a history of hitting his mother,medium,medium,S08_set3_a10,
1351,,are swans and ducks birds of the same family,yes,hard,hard,S09_set1_a10,Swan
1352,Woodrow_Wilson,did wilson support the committee system,no,hard,hard,S08_set3_a8,
1353,Canada,european books and maps began referring to this region as canada in what year,1545,,easy,S08_set2_a8,
1354,,where was michael faraday born,michael faraday was born in newington butts,medium,medium,S10_set4_a7,Michael_Faraday
1355,Millard_Fillmore,how did the supporters of henry clay feel about fillmore in 1848,they were ok with him,hard,too hard,S08_set3_a3,
1356,Liechtenstein,has leichtenstein worked to promote the countys image by prosecuting international moneylaundering,yes,hard,hard,S08_set2_a1,
1357,,had the drums been used in sri lanka since before christ,yes,hard,too hard,S10_set2_a4,Drum
1358,,where do the majority of loanwords other than sinokorean come from,modern times,hard,medium,S10_set5_a6,Korean_language
1359,,where is the james watt memorial college,in greenock,medium,medium,S10_set4_a2,James_Watt
1360,,who discovered benzene,michael faraday,medium,medium,S10_set4_a7,Michael_Faraday
1361,Singapore,has sang nila utama visited singapore,yes,easy,hard,S08_set2_a2,
1362,,have other techniques been used to cause drums to make sound such as the thumb roll,yes,,easy,S10_set2_a4,Drum
1363,,was tesla regarded as a mad scientist,yes,medium,easy,S09_set4_a3,Nikola_Tesla
1364,,how many strings does a violin usually have,four,medium,medium,S09_set2_a2,Violin
1365,,is diglossia a common feature in mainland china and taiwan,yes diglossia is a common feature in mainland china and taiwan,easy,easy,S10_set5_a7,Chinese_language
1366,,do lobsters have blue blood,yes,easy,easy,S10_set1_a5,Lobster
1367,,what countries did james vi of scotland unite,england and scotland,hard,too hard,S09_set3_a1,London
1368,Grover_Cleveland,when did he die,1908,medium,medium,S08_set3_a6,
1369,,where french has a similar phenomenon with alveolar affricates instead of postalveolars,quebec,,medium,S10_set5_a1,Portuguese_language
1370,,when did anders celcius publish his observations on the aurora borealis,1733,easy,medium,S09_set4_a5,Anders_Celsius
1371,,was alessandro volta born in como,yes,,easy,S10_set4_a10,Alessandro_Volta
1372,Amedeo_Avogadro,was amedeo avogadro born in turin august 9th 1776 to a noble ancient family of piedmont italy,yes,,easy,S08_set4_a8,
1373,,did pascal also write in defense of the scientific method,yes,,easy,S10_set4_a4,Blaise_Pascal
1374,,was anders celsius   november 27   1701  april 25   1744   a swedish  astronomer,yes,,easy,S09_set4_a5,Anders_Celsius
1375,kangaroo,what do kangaroos use for crawlwalking,its hind feet,hard,medium,S08_set1_a1,
1376,leopard,what sort of cats are solitary,leopards,,hard,S08_set1_a2,
1377,,is it a disadvantage for something to be unsafe to handle,yes,hard,easy,S09_set4_a10,Alessandro_Volta
1378,,where was isaac newton born,woolsthorpe manor in woolsthorpebycolsterworth,medium,medium,S10_set4_a1,Isaac_Newton
1379,beetle,when are sperm cells transferred to the female,during pairing,medium,hard,S08_set1_a8,
1380,,what is james watt most famous for,steam engine,hard,too hard,S09_set4_a2,James_Watt
1381,Canada,what did canada adopt in 1965,the maple leaf flag,,medium,S08_set2_a8,
1382,polar_bear,what do fossil and dna evidence tell us,the polar bear diverged from the brown bear roughly 200 thousand years ago,hard,medium,S08_set1_a4,
1383,Millard_Fillmore,did fillmore not turn down the honor  explaining that he had neither the  literary nor scientific attainment  to justify the degree,no,,easy,S08_set3_a3,
1384,Woodrow_Wilson,who did wilson win in 1917,irish americans,,hard,S08_set3_a8,
1385,,where is collège des quatrenations located,in montpellier,hard,hard,S10_set4_a6,Charles-Augustin_de_Coulomb
1386,,according to art historian helen gardner were the scope and depth of his interests without precedent and his mind and personality seem to us superhuman the man himself mysterious and remote,yes,,easy,S10_set6_a3,Leonardo_da_Vinci
1387,,how does a trumpet produce sound,by blowing air through closed lips,medium,medium,S09_set2_a3,Trumpet
1388,,is a guitar played with a plectrum like a lyre,yes,hard,easy,S09_set2_a10,Lyre
1389,penguin,how much time to penguins spend on land,half of their life,hard,hard,S08_set1_a3,
1390,,who referred to the cello as ï½basso de viola da braccio,monteverdi referred to the cello as basso de viola da braccio,hard,medium,S09_set2_a9,Cello
1391,,how many species of true eels are there,approximately 800 species,medium,medium,S10_set1_a8,Eel
1392,beetle,which type of beetle is a pest of potato plants,colorado potato beetle,medium,medium,S08_set1_a8,
1393,,how old was pascal when he lost his mother,at the age of three,medium,medium,S10_set4_a4,Blaise_Pascal
1394,Canada,is canada a geographically vast and ethnically diverse country,yes,,easy,S08_set2_a8,
1395,Abraham_Lincoln,when did lincoln begin his political career,1832,medium,easy,S08_set3_a4,
1396,otter,why otters are considered as totem animals,the time of year associated with this is also associated with the aquarius sign of the zodiac through which the sun passes january 20february 19,hard,hard,S08_set1_a7,
1397,,was he regarded as a mostly reclusive artist,yes he was regarded as a mostly reclusive artist,,easy,S10_set6_a9,Jackson_Pollock
1398,Woodrow_Wilson,where was the league of nations created,paris,medium,medium,S08_set3_a8,
1399,,which temperature scale did celsius propose,celcius,easy,medium,S09_set4_a5,Anders_Celsius
1400,otter,what traps a layer of air and keeps them dry and warm under water,long guard hair,,medium,S08_set1_a7,
1401,,what is the official language of turkey,turkish is the official language of turkey,medium,medium,S10_set5_a8,Turkish_language
1402,,did amedeo avogadro graduate,yes,easy,easy,S09_set4_a8,Amedeo_Avogadro
1403,,is the giant panda a mammal,yes,easy,easy,S10_set1_a4,Giant_Panda
1404,,what areas do the grevys zebras inhabit,semiarid grasslands of ethiopia and northern kenya,hard,hard,S10_set1_a9,Zebra
1405,,was henri becquerel the sole winner of the 1903 nobel prize in physics,no,hard,hard,S09_set4_a9,Henri_Becquerel
1406,Egypt,when were the great sphinx and the pyramids of giza built,during the old kingdom,medium,medium,S08_set2_a6,
1407,,when did the first educational works appear for the cello,the 18th century,hard,hard,S09_set2_a9,Cello
1408,,who was the victor of the war of currents,tesla,hard,hard,S09_set4_a3,Nikola_Tesla
1409,,what city in the uk has been subjected to bouts of terrorism,london,hard,hard,S09_set3_a1,London
1410,,how many domestic tourists visit melbourne,76 million domestic visitors,hard,medium,S10_set3_a2,Melbourne
1411,duck,what are the reasons for hunting wild ducks,meat eggs and feathers,hard,too hard,S08_set1_a10,
1412,,is jakarta the countrys economic cultural and political center,yes,,easy,S10_set3_a5,Jakarta
1413,,when did tesla demonstrate wireless communication radio,1893,medium,hard,S09_set4_a3,Nikola_Tesla
1414,beetle,may a single female lay from several dozen to several thousand eggs during her lifetime,yes,,easy,S08_set1_a8,
1415,Henri_Becquerel,when did he marry louise dãsirãe lorieux,1890,,medium,S08_set4_a9,
1416,,does lima have volleyball venues,yes,easy,hard,S09_set3_a4,Lima
1417,,whare is the name for drums that have a s10_set of wires held across some of all of the drum heads,snares,hard,medium,S10_set2_a4,Drum
1418,beetle,how can beetle larvae be differentiated from other insect larvae,their hardened often darkened head the presence of chewing mouthparts and spiracles along the sides of the body,hard,medium,S08_set1_a8,
1419,duck,who is daffy duck,a silly cartoon character,hard,medium,S08_set1_a10,
1420,,did avogadro submit his poem,yes,,medium,S09_set4_a8,Amedeo_Avogadro
1421,,are drums often used in music therapy,yes,easy,easy,S10_set2_a4,Drum
1422,John_Adams,with what party did adams run for presidency,the federalist party,medium,medium,S08_set3_a1,
1423,,is san francisco also the financial cultural and transportation center of the larger san francisco bay area a region of 74 million people,yes,,easy,S10_set3_a8,San_Francisco
1424,Uruguay,how many square kilometres of continental land is uruguay,176214 square kilometres,medium,medium,S08_set2_a9,
1425,Grover_Cleveland,was cleveland born in caldwell new jersey to the reverend richard cleveland and anne neal,yes,,easy,S08_set3_a6,
1426,,did ants evolve from wasplike ancestors in the midcretaceous period between 110 and 130 million years ago and diversified after the rise of flowering plants,yes,,easy,S10_set1_a1,Ant
